¦Är,?¦Ö,VEC,delta H,?S,¦¸,¦«,¦Ã parameter,D.¦Ö,e1/a,e2/a,Ec,¦Ç,D.r,A,F,W,G,¦ÄG,D.G,¦Ì,Hardness
0.048026267,0.13215664,7.895286,-9.96648,14.270559,11356.367,12613.353,1.1484386,0.1403228,2.046853,1.4584367,411.64337,-0.05892709,6.8101106,6.132891,204.96864,10556.02,62.03675,0.36132148,20.425346,4.5906796,547.82825
0.047015257,0.13161662,7.7985916,-10.129125,14.071565,8196.026,6159.432,1.1414925,0.14008582,1.9831221,1.6310692,406.68207,-0.061232213,6.599923,6.497106,202.18059,10819.671,66.71668,0.32344216,21.4565,4.4719853,590.62524
0.06302186,0.13702606,9.215177,-14.346467,14.166229,10507.324,18925.865,1.1536872,0.13671182,2.2880485,1.9124409,402.57953,-0.080125764,8.277603,7.433713,217.78369,13687.411,77.244774,0.42037344,25.062168,4.5245705,843.1599
0.041361395,0.13261178,7.108319,-8.348309,14.076584,9577.105,25632.291,1.1399087,0.13901353,1.9820422,1.4792018,408.01913,-0.044993076,6.873059,5.0906286,201.29225,10318.69,58.400887,0.30806074,19.622896,4.286079,513.1817
0.052736968,0.13096662,8.152351,-12.875656,14.416636,2790.4832,-12675.945,1.1473056,0.1415887,2.0866923,1.9294895,408.24673,-0.06561705,6.5082073,7.0592494,212.599,12574.487,71.52534,0.2984817,22.815004,4.2817154,753.91437
0.04590611,0.1306571,8.7165785,-12.003409,14.335839,16049.299,-18984.777,1.1424971,0.14147738,2.0402083,2.022809,413.08182,-0.06538441,5.2957025,6.720217,214.2231,12296.28,52.595127,0.2922169,22.844664,4.7587986,713.98096
0.034770824,0.13167825,7.319966,-4.6580677,14.202059,357.87433,41300.297,1.142792,0.14012322,1.9643909,1.9361634,405.43866,-0.031880576,7.2193437,4.5214834,194.10542,11381.753,62.662582,0.35433728,14.997623,4.1879163,352.04132
0.06330183,0.13215509,8.867127,-15.179884,14.033335,22083.72,10544.579,1.1113564,0.14093922,2.1854253,2.2787094,406.95447,-0.08047186,7.077843,7.427109,200.87817,13695.81,76.44102,0.37673262,25.006466,4.75547,833.72284
0.06361968,0.13267766,9.220858,-15.052873,14.124764,20483.898,2263.2673,1.1355549,0.14051259,2.2170248,2.4001856,410.69296,-0.0808957,6.9392586,7.4238973,196.16754,13728.258,77.17124,0.37219745,24.895407,4.766738,808.8437
0.06088931,0.13604578,8.599815,-15.732102,13.851281,4009.031,-21369.834,1.142779,0.14067669,2.063048,1.9994669,407.19452,-0.076095775,7.1858306,7.2575016,218.15135,13493.825,65.37362,0.33559564,24.88493,4.5086756,860.7771
0.040729005,0.12900247,7.9694686,-11.454166,14.035865,9062.459,-13798.019,1.141502,0.13683923,1.958673,1.495063,409.1318,-0.051507432,5.25774,5.3351355,203.01158,11561.974,56.521564,0.26780218,18.247272,4.261519,583.95355
0.03540326,0.1314565,8.168755,-2.3182642,14.18114,-2266.0166,70851.5,1.1449939,0.1422164,2.043498,2.4313507,407.1736,-0.03218101,7.182332,4.1029105,196.30771,12517.378,71.566574,0.35438833,11.095452,3.6509547,321.51758
0.02914671,0.13072206,7.029469,-3.3749514,14.154045,-7730.5215,51111.617,1.1405101,0.13931724,1.9832102,2.083801,405.43625,-0.02831907,7.1163235,3.8830278,187.99706,11132.702,60.738297,0.34791103,12.934679,3.893917,293.48096
0.05392799,0.13327965,8.254249,-12.971019,14.241885,9625.702,-5970.054,1.1468741,0.14008987,2.098802,1.8597068,405.81818,-0.070913136,6.674956,7.029857,215.04991,12522.666,73.34948,0.2897632,23.381804,4.256898,738.4305
0.036710933,0.13149503,7.462572,-5.1129065,13.8856,-8561.235,46279.12,1.1367861,0.14080359,1.9354542,1.962682,403.94437,-0.034528796,7.2505856,4.342303,193.21463,11017.472,63.591652,0.32343844,14.359651,3.8962007,365.4826
0.06339986,0.13217114,8.903972,-15.4044285,14.109589,20287.396,13807.118,1.1129731,0.141468,2.2120836,2.428902,406.27942,-0.08055403,6.787357,7.4417224,204.43079,13708.885,76.77723,0.37111992,25.055323,4.7094545,845.3865
0.038981035,0.13127029,6.966224,-8.14641,14.137937,-3203.9287,19739.9,1.1404941,0.13904493,2.0011966,1.515982,405.68185,-0.04546201,6.772673,5.289437,194.77545,10129.925,60.649784,0.33492318,18.009169,4.2552214,461.48785
0.046433702,0.13098042,8.953047,-10.421442,14.015131,13205.615,366.33466,1.1381736,0.14094943,2.1676075,2.1064608,410.22354,-0.06553277,5.9366956,6.438394,217.36072,11507.847,64.00501,0.33399934,22.997526,4.3692403,689.9595
0.052439574,0.13451165,7.9226017,-12.689916,13.415876,17644.95,-21465.4,1.1470358,0.13959694,2.0166209,1.732432,410.5553,-0.0637309,6.8622255,7.0042167,206.07751,12047.57,65.9039,0.3576506,23.422392,4.4556084,733.78265
0.04522477,0.13229063,7.407982,-9.897223,13.93583,7558.484,8861.4795,1.1442424,0.13881505,2.000538,1.4189116,408.68207,-0.055031225,6.9153824,5.8735657,201.20195,10655.012,63.27891,0.3397806,20.295382,4.3030767,553.604
0.027955573,0.13195051,6.6304255,-4.557424,14.009406,-870.73175,50504.1,1.1361527,0.13743475,1.9451172,1.9488043,406.02866,-0.02692813,7.157027,3.516452,191.4671,10744.776,56.73363,0.32140097,15.881154,3.9103365,357.8222
0.032836277,0.13189013,7.396351,-4.5373454,14.224163,12381.334,38598.316,1.1463124,0.13817783,2.001197,1.8876998,408.8957,-0.042708773,6.83126,4.417853,199.2506,10676.154,57.13517,0.33941108,18.325079,4.361999,343.7999
0.04948511,0.13264342,7.8645725,-11.353959,14.047742,5017.6104,-1822.7513,1.1398062,0.14127098,1.9786016,1.4745504,407.14536,-0.065191485,7.0081306,6.6231203,207.02855,10198.012,64.67351,0.3214312,22.388731,4.5666337,642.10986
0.061289996,0.13004895,8.618715,-12.596607,13.924588,11993.687,-22257.074,1.1364255,0.14108263,2.1309235,2.1838725,408.07852,-0.07647539,6.194358,7.123701,209.52185,13199.084,75.64771,0.32953373,23.158333,4.007703,748.9789
0.03678043,0.13230495,7.355284,-6.2615824,14.079834,4767.4683,40961.684,1.1432831,0.1403125,2.008932,1.9405833,408.59448,-0.03678496,7.0288763,5.056215,194.20676,11636.355,62.149593,0.3611336,16.161823,4.1497283,450.31305
0.03977663,0.1295781,8.023132,-6.6862626,14.132948,-6015.1465,23348.5,1.139496,0.14046937,1.9905045,1.9470949,398.74176,-0.053179517,7.0513597,5.205489,197.47543,10777.458,68.27911,0.33540696,17.53407,4.187949,511.42142
0.038468935,0.13090679,7.165391,-7.3659425,14.030577,3132.1985,31018.26,1.1405872,0.13902041,1.9875987,1.6751492,405.6934,-0.040815752,6.760285,4.922479,194.82446,11041.804,63.35136,0.32624665,16.386799,4.0718827,427.42914
0.049777187,0.13317312,8.55401,-12.609068,14.197398,7167.09,2200.861,1.1443467,0.14015067,2.0899177,2.1512694,402.462,-0.07044317,7.269028,7.1099334,218.01695,12409.499,70.83233,0.36068022,23.625423,4.551222,734.7429
0.042138487,0.13213673,7.325604,-9.084061,14.062306,9276.264,17451.346,1.141624,0.13878492,1.9648308,1.5498737,407.4463,-0.051357236,6.754911,5.9553347,200.10922,10686.219,61.463093,0.32706624,20.343542,4.4192557,523.7718
0.02106027,0.13249554,7.2095027,-0.7750523,14.016819,-8886.263,76818.28,1.138466,0.1399177,1.9302384,2.3363981,406.74753,-0.01610673,7.6357574,2.763833,186.68707,12007.918,61.869297,0.33200818,10.645247,3.5542564,188.24046
0.039844744,0.12896742,7.9008994,-11.770363,14.130768,4420.825,-12149.97,1.1420072,0.13710162,1.9796396,1.5497434,410.52957,-0.051222026,5.152381,5.931256,201.57318,11423.111,57.783257,0.28179234,19.110298,4.36695,598.17096
0.042714193,0.13071951,8.205159,-6.557796,13.728829,7227.0757,38141.97,1.1421624,0.14100268,2.0099478,2.0866394,399.93497,-0.050717298,6.5816483,5.43258,200.56644,11413.893,72.28991,0.31266782,17.83152,3.7862175,464.8787
0.051236786,0.13085835,8.101452,-10.383509,13.548597,9236.908,2232.434,1.1384307,0.138612,2.049309,1.7667536,399.4143,-0.06281327,5.743474,6.4030623,207.65695,11050.914,73.13545,0.3032572,20.418837,3.990567,622.0019
0.052248284,0.13315226,8.002046,-12.410188,13.69659,10999.611,-17474.809,1.1468545,0.14057335,2.0813422,1.6364939,405.0649,-0.067488,6.2594275,6.7592993,210.84233,11471.605,71.16979,0.3444685,22.379108,4.325502,686.93634
0.039056133,0.13084988,7.175129,-8.524356,14.129949,8652.113,38162.375,1.1441747,0.13636789,2.017565,1.8328695,407.0166,-0.043247648,6.3922787,5.6859913,195.85838,11506.615,66.60926,0.3277429,18.653946,3.970957,496.8444
0.061813187,0.1319676,8.805035,-13.322735,13.924722,15340.438,-27930.484,1.1424695,0.14085898,2.0994704,2.3006291,407.196,-0.076697044,7.0586786,7.2262235,210.69986,12731.854,73.14174,0.35573518,23.967533,4.3990088,791.6151
0.056494415,0.13394336,8.048341,-12.983269,13.550533,1407.4034,-12574.92,1.1435173,0.1406203,1.9956383,1.6012744,408.006,-0.070646696,7.1000295,7.038164,210.05255,11211.362,70.54046,0.3187994,23.175968,4.4160104,726.86145
0.042529702,0.1315808,6.9695635,-8.408715,13.964012,11655.981,21095.758,1.1361967,0.13807584,1.9477688,1.446839,406.54193,-0.0490179,6.7438583,5.385439,199.38118,9839.368,59.01811,0.31221887,19.784039,4.316113,508.32584
0.048666317,0.13168299,8.723316,-11.846332,14.208868,23338.69,-8857.428,1.1466013,0.14032425,2.078282,1.9484719,412.80847,-0.06584503,5.8973365,6.7688975,213.66484,12163.68,66.41021,0.30750293,22.8045,4.562106,681.0708
0.030190283,0.13110375,7.2548513,-4.268546,14.117871,-6386.6206,49741.77,1.1417693,0.13995449,1.9772768,2.0240552,407.87482,-0.02806797,7.1988997,4.374701,187.29187,11181.793,61.17256,0.3644065,12.46798,4.1168337,274.29562
0.04670288,0.13094607,8.9906225,-10.348678,14.150453,9888.522,-3615.198,1.1398973,0.14145137,2.173728,2.137987,410.79526,-0.06628235,6.06383,6.4691286,217.50323,11644.646,63.711597,0.33948508,23.094593,4.4042463,685.764
0.04659922,0.1322529,8.879178,-12.079504,14.024629,-281.51962,11867.034,1.1424472,0.14041594,2.163198,2.0462375,401.8521,-0.07324547,7.755282,7.0080767,218.38885,12159.091,74.15685,0.38111356,23.064304,4.3985424,637.9203
0.058906868,0.13239905,8.181546,-13.643244,13.710194,10633.912,-16762.709,1.1370758,0.14009853,2.070673,1.9709401,407.77365,-0.072607316,6.8294864,7.1036572,208.66937,12234.734,69.361664,0.3350878,23.403004,4.362532,764.16235
0.027781073,0.13134675,7.0710163,-4.015797,13.995315,-12.460005,55742.08,1.1369492,0.13815956,1.9446819,2.0859156,408.46222,-0.029207818,7.122567,3.8321388,188.79807,11096.654,58.92903,0.34152588,14.683018,4.0550895,299.25366
0.052650288,0.13391258,8.439682,-12.213017,14.409329,-11159.048,8674.828,1.1461655,0.1423755,2.1833715,1.9723454,401.9724,-0.07034131,7.3361473,7.051049,218.00525,12722.856,74.29832,0.31709492,23.556334,4.135352,741.7244
0.04730478,0.13253672,7.748545,-10.219139,14.012855,10955.293,16805.25,1.1460017,0.13971624,2.0432432,1.5956035,409.64615,-0.054414406,6.7808914,6.022844,203.68835,10973.84,65.62793,0.34822991,20.128992,4.3223977,578.70667
0.032640304,0.1308483,7.278128,-5.4036016,14.010978,-388.26028,41788.375,1.1419319,0.1385735,1.9707156,1.8207403,407.04214,-0.03674102,6.9435616,4.5330386,192.20467,10862.814,60.832264,0.33463004,16.220024,4.0144467,359.0856
0.047976077,0.13269325,7.9411187,-10.854122,14.057445,10718.175,5253.1436,1.1434793,0.1407378,1.9690363,1.5608242,408.7944,-0.060352758,6.6652293,6.688697,206.0385,11443.987,66.39743,0.3202454,21.81878,4.5185204,600.5949
0.035056353,0.13155332,8.322061,-7.7328253,13.833426,462.7595,8888.057,1.1410868,0.13864397,2.0726638,1.7180203,411.20978,-0.045473754,6.334782,3.9247384,201.9778,10372.484,59.903843,0.29725897,17.342363,4.0735364,383.7037
0.03737229,0.13217606,7.4750233,-6.0068884,14.224603,14977.895,35124.78,1.1455404,0.13906899,2.025805,1.850988,409.84137,-0.045485053,6.7405453,4.836597,200.12442,10869.093,60.343624,0.33246377,19.215311,4.3595886,404.39423
0.061019104,0.13248235,8.738309,-13.385512,13.497737,16836.97,-28087.598,1.1456863,0.1401988,2.1175892,2.1729658,409.35025,-0.07574468,6.8308544,7.2135715,212.67711,12330.469,73.9824,0.35874724,23.791859,4.2164745,777.5613
0.04278749,0.13236974,7.6597834,-8.102598,14.090275,4303.355,28877.314,1.1453918,0.14067091,2.0015488,1.5504953,409.478,-0.04979356,7.1329813,5.761268,196.9827,10831.665,63.913555,0.34847856,18.492325,4.3821836,463.9357
0.04380653,0.12958528,7.7996464,-8.84111,14.195085,9804.352,26523.709,1.145676,0.13740401,2.0504699,1.8823417,406.67,-0.05543122,6.0232835,5.8346953,201.42902,10799.237,68.05566,0.31624335,19.81532,4.118771,528.4267
0.02922499,0.12985174,8.129343,-1.2631161,13.997686,-8731.952,69213.17,1.1428559,0.13939725,1.9494172,2.286387,401.80307,-0.027267203,7.2690134,2.460557,192.24422,11731.859,67.312126,0.32994515,8.902442,3.5103054,246.40807
0.038017433,0.13022307,7.910114,-5.3211894,13.885833,-4167.901,51256.32,1.1413479,0.14061871,2.0020788,1.9865133,400.7513,-0.028397588,6.9629693,4.503369,196.99367,11447.981,70.23431,0.3324614,12.30003,3.5939012,352.9511
0.04340822,0.13304341,8.981832,-9.057215,14.206089,-5000.991,1671.245,1.14207,0.14236483,2.1891065,2.0904822,413.52826,-0.061256018,6.513221,5.562121,215.72476,11515.407,64.111046,0.32091972,22.126707,4.413168,607.5446
0.051054794,0.13227914,8.257587,-11.564829,14.077003,16421.943,5754.9775,1.1428043,0.140926,2.0028105,1.7475809,407.61868,-0.06798313,6.2954516,6.9626756,209.65268,11633.118,67.98035,0.30410147,23.04192,4.5402703,677.6665
0.043611802,0.13064884,7.727997,-10.01278,13.8096285,2059.976,4726.691,1.13849,0.14036204,1.9892789,1.4841882,400.06287,-0.056902915,6.3946404,6.002105,202.29993,10946.15,69.37517,0.30947307,19.665848,4.088081,580.45483
0.054095853,0.13456126,8.104674,-12.9724455,13.702814,10186.649,3444.7144,1.1432898,0.14010498,2.0035965,1.553619,407.5662,-0.06725606,7.153406,7.0032644,211.40932,11226.841,68.6458,0.31856155,23.4435,4.53442,703.56903
0.035752557,0.13251008,8.348194,-7.7770185,13.791904,-12049.029,13226.716,1.1372405,0.1405017,2.0653758,1.758719,412.96246,-0.039915808,6.493301,4.2490873,198.78128,10483.131,59.633408,0.29490048,17.2907,4.222409,432.22937
0.02815817,0.13122733,7.636108,-1.551128,14.123505,-10454.226,70636.76,1.1420131,0.14070867,1.9739033,2.2639675,406.60196,-0.028027464,7.327033,3.1595914,188.90965,11845.863,64.7184,0.3326527,10.110402,3.7284276,189.58803
0.06032055,0.1327192,8.484876,-13.592856,13.848892,10732.846,-13826.491,1.1414766,0.13933578,2.0946822,1.9263365,407.20087,-0.07602201,6.826558,7.0003085,211.50037,12447.407,73.364365,0.30464908,23.771492,4.3251133,765.7428
0.06177982,0.13258456,8.66235,-13.961814,13.878027,13662.006,-11096.119,1.1399047,0.1395629,2.0782127,1.7858752,407.68106,-0.07857023,6.9247675,7.1188817,207.41649,13052.654,75.09005,0.32304266,23.6469,4.5357184,763.7679
0.043048214,0.13189977,7.245697,-10.235329,13.98518,7911.1636,3125.2336,1.139979,0.13930874,1.9251024,1.43209,406.94592,-0.052505113,6.657287,6.2503133,199.87631,10829.362,60.60973,0.32281032,20.502705,4.4359303,579.0565
0.051415525,0.13250397,8.080644,-9.406735,13.707999,6001.9307,-579.1471,1.148441,0.14001271,2.0628893,1.3992211,408.4649,-0.062159866,6.6674676,6.3121624,199.4462,10724.23,64.25532,0.36248788,20.713797,4.2650766,629.3744
0.035207935,0.13114224,6.990155,-7.3740487,14.073904,324.0606,41375.242,1.1397458,0.1367311,1.9771869,1.7855345,407.92307,-0.037340067,6.7890334,4.454466,195.5916,10808.797,61.081474,0.30718407,17.04821,4.0096264,426.1407
0.04174442,0.13067153,7.971011,-7.3176675,14.099594,883.28906,36966.5,1.1438273,0.1400304,2.039169,1.9850308,403.72314,-0.052832466,6.800325,5.2009864,198.447,11124.882,68.94478,0.31479666,18.182024,3.9709065,499.6999
0.043902747,0.1325916,7.294105,-9.954373,13.951234,6347.014,10920.3545,1.143352,0.1389775,2.0062,1.4867166,409.354,-0.053053074,6.813639,5.806986,200.45024,10645.133,61.037434,0.3352406,20.440868,4.3230395,580.67755
0.02387241,0.12914553,8.382377,2.656377,14.213456,-11817.443,82791.984,1.1461929,0.14073916,1.9676459,2.4349253,404.85672,-0.008482266,7.481326,1.6634624,192.20624,12030.163,70.39534,0.36273417,3.06559,3.5023537,-4.620977
0.04868854,0.13221006,8.133443,-10.329373,14.0704155,13095.041,2705.6785,1.1421795,0.14111707,1.9837054,1.5167371,405.36615,-0.06369605,6.8713193,6.5248737,206.61572,10775.209,68.338394,0.3145529,21.978304,4.474567,628.02484
0.028974473,0.13155861,7.11482,-4.901072,14.106489,-4927.477,49734.68,1.1399232,0.13867892,1.9511317,1.9871914,407.35748,-0.031049902,7.2352476,4.252884,190.92284,10932.287,59.018093,0.3456153,14.902979,4.099577,322.46698
