mean EN difference,geom-mean_eta_both,MagpieData mean Electronegativity,max ionic char,MagpieData avg_dev MendeleevNumber,MagpieData minimum Electronegativity,MagpieData range MeltingT,MagpieData mean Row,MagpieData avg_dev NpValence,MagpieData mean GSbandgap,std_dev EN difference,Formation_energy
0.295849,0.3087591,0.83151245,0.49262908,0.106626555,0.81057453,0.9878233,0.5197234,0.5514144,0.5457464,0.10175658,0.027400946
0.33800095,0.4302958,0.7672077,0.8516848,0.56844234,0.3623573,0.9652206,0.50931716,0.43560702,0.52935207,0.7757901,-0.22696514
0.97562605,0.7198608,0.8962799,0.9912382,0.7110493,0.72023225,0.49716765,0.9620246,0.99999934,-0.03221096,0.039974045,-0.88446397
0.2498769,0.2995883,0.77449566,0.38397592,0.15398742,0.81448054,0.99399835,0.560253,0.5076294,0.6552323,0.09306796,0.10050495
0.06855559,0.42488086,0.8196323,0.2932769,0.14537686,0.9871989,0.29621238,0.6433338,0.6568402,0.19979502,0.27268466,-0.17416432
0.16481915,0.3274861,0.77333367,0.3111903,0.10616488,0.95251065,0.6565502,0.46011403,0.59912926,0.32633653,0.20331849,-0.016906532
0.30695823,0.2876089,0.8377661,0.5393589,0.13151906,0.77577555,0.99351853,0.5215205,0.48720998,0.57916343,0.1676936,0.004812556
0.29336232,0.36163583,0.9108235,0.9610998,0.64397776,0.2941316,0.9706927,0.4901931,0.48544216,0.71483505,0.88546306,-0.28548077
0.42108762,0.40124243,0.7086164,0.70852673,0.31176153,0.63499165,0.91544014,0.49682885,0.6432748,0.34195614,0.39263457,-0.18952976
0.18596233,0.3764152,0.734964,0.2295977,0.1056015,0.84056854,0.98918355,0.5362767,0.39650324,0.60038835,0.02843899,0.08835261
0.31384602,0.32652336,0.796849,0.5059418,0.10170978,0.8174195,0.9270885,0.42563573,0.61596227,0.48805404,0.10456897,0.05738696
0.14198984,0.37740666,0.6955363,0.27069595,0.103401564,0.83759654,0.43363413,0.39030275,0.6697639,0.40857372,-0.002437184,0.009907275
0.09189898,0.27555785,0.7020663,0.1962438,0.18651424,0.8652754,0.5743363,0.44154677,0.8058649,0.6826066,-0.01649744,0.03335677
0.28561297,0.39887697,0.86108375,0.39850125,0.072318375,0.8874026,0.9968582,0.55637616,0.32591894,0.61223996,0.22376986,0.03814407
0.34106487,0.45491263,0.6029659,0.58505064,0.4841475,0.6361067,0.65340185,0.6306838,0.7431041,0.30110976,0.24319492,-0.25323072
0.53184026,0.3393966,0.7718322,0.859585,0.7664539,0.6299161,0.39688525,0.7042093,0.9742493,0.16399813,0.18892014,-0.57066286
0.0896482,0.4452341,0.6539364,0.19671756,0.015410541,0.91580063,0.3079174,0.39560077,0.6269675,0.41703978,0.08029595,0.05392988
0.45269376,0.32971874,0.9262582,0.90487814,0.637982,0.4329212,0.8912384,0.48501962,0.52452034,0.45679575,0.79320794,-0.34718072
0.25330305,0.6282639,0.68044055,0.609519,0.40614864,0.5193696,0.9963022,0.49227974,0.49975282,0.7038348,0.54090774,-0.2330445
0.20548303,0.38743326,0.755476,0.2754726,0.10165655,0.83713305,0.98608655,0.51436174,0.39684117,0.56376517,0.09554063,0.046608612
0.22897264,0.45583647,0.7301301,0.34919176,0.10202289,0.64859426,0.34881943,0.49469328,0.74815625,0.25592571,-0.037583478,-0.12499792
0.20439632,0.3627799,0.7354778,0.39935255,0.25036636,0.80271053,0.9926888,0.5507317,0.45090434,0.5995523,0.29432875,0.032577958
0.99865407,0.8167987,0.93952346,0.9997106,0.5460531,0.7672029,0.43384144,0.98673797,1,-0.040329818,0.14241137,-0.93699414
0.15545943,0.33830932,0.62359196,0.46452698,0.48948786,0.69698393,0.4115635,0.6503252,0.8181919,0.3221321,0.02645565,-0.17501582
0.29751542,0.3319003,0.83075714,0.4327815,0.064532556,0.85095346,0.98742616,0.5097517,0.4821523,0.5766122,0.029703386,0.05724153
0.23221259,0.3409254,0.82428986,0.35557213,0.08053669,0.8635806,0.9927557,0.5421949,0.44527233,0.5992063,0.07799252,0.09467344
0.34446988,0.53537905,0.6914735,0.8130198,0.5378959,0.43033847,0.99080276,0.564695,0.55545866,0.59973407,0.7531012,-0.23716204
0.41070807,0.40265152,0.6238022,0.6261907,0.5427166,0.5329603,0.7905728,0.6249188,0.7223136,0.29594567,0.31613714,-0.2603355
0.43095648,0.41786277,0.6741572,0.75626296,0.4577593,0.5633905,0.9439849,0.542921,0.6015529,0.38142937,0.5332367,-0.20388654
0.15075952,0.20317446,0.8166282,0.08989135,0.20909338,0.9878294,0.94568914,0.65820926,0.5294179,0.4973086,0.1668434,-0.13544767
0.17558026,0.36673802,0.766897,0.28947073,0.07932349,0.8845766,0.9348759,0.52522635,0.5850261,0.42276144,0.04898774,0.06881884
0.22876957,0.41398948,0.59164876,0.41088834,0.5246898,0.60666656,0.34197262,0.69023275,0.90803343,0.5831394,0.16345823,-0.20445777
0.37880293,0.31037953,0.79725516,0.9006978,0.7200869,0.42668965,0.8541274,0.57377493,0.52977896,0.3700592,0.7146572,-0.32774934
0.2426352,0.40688968,0.78605497,0.2805427,0.09115011,0.8891726,0.98892045,0.51892537,0.31696346,0.5823054,0.12232389,0.03924204
0.23646167,0.49533156,0.78019816,0.8407815,0.40696254,0.33186948,0.99265844,0.44318214,0.47312343,0.7883395,0.7699215,-0.11069141
0.27311242,0.45316747,0.65558755,0.656448,0.37595338,0.39483428,0.988287,0.5311584,0.43340585,0.6542096,0.63991594,-0.05394706
0.26673606,0.3998188,0.7782605,0.5778166,0.17957824,0.655833,0.9952774,0.5319172,0.46729237,0.5181931,0.4932108,-0.06903419
0.4189598,0.3740135,0.9282664,0.6119306,0.04214108,0.86522657,0.5071752,0.28707984,0.8729069,0.8468156,0.5810511,-0.17442174
0.17927416,0.4258826,0.7846481,0.39589486,0.012239676,0.9722083,0.1623263,0.3395065,0.52661777,0.66399074,0.51659703,0.096300304
0.30898005,0.44780502,0.69560325,0.6901637,0.39523104,0.5646002,0.98266435,0.5391778,0.51607865,0.49232712,0.620692,-0.11686087
0.60402995,0.3455866,0.87888795,0.8300557,0.7811943,0.63877726,0.44800878,0.7376952,0.98797446,0.24444856,0.2208005,-0.5233559
0.30986458,0.48270217,0.7168805,0.77393734,0.4728086,0.36071065,0.9874187,0.5261303,0.486706,0.58954126,0.7031016,-0.22789465
0.58240116,0.41184187,0.7893031,0.89079565,0.7077298,0.47851372,0.77421236,0.58149374,0.68196714,0.21709025,0.69639206,-0.36650914
0.39374757,0.6451544,0.7460299,0.76120746,0.63432,0.34812936,0.3056555,0.6893196,0.96732366,0.7002224,0.598896,-0.41063422
0.3226019,0.39142603,0.81459486,0.53076375,0.024004478,0.79596734,0.96374065,0.43209636,0.56697285,0.48441628,0.13576472,0.038679868
0.23826614,0.41012576,0.7109264,0.32969394,0.12153742,0.7271898,0.404833,0.44686565,0.80377305,0.4810076,0.11213131,-0.0740549
0.18512101,0.33547154,0.65789545,0.35537922,0.24831155,0.831306,0.70084214,0.49195376,0.7317656,0.53353715,0.044620607,0.001621956
0.98030925,0.7218445,0.86372286,0.9889294,0.67556155,0.74856085,0.5015063,0.9755614,0.9999996,-0.05721401,0.050606363,-0.8786972
0.65432733,0.46498728,0.7216381,0.82229745,0.67588675,0.7306548,0.5895736,0.7877169,0.9982181,0.17807823,-0.16247854,-0.59233457
0.06667014,0.44600874,0.8150616,0.32185888,0.10873049,0.9936934,0.168712,0.6895937,0.54921377,0.1326845,0.31404793,-0.26461485
0.22281213,0.39981693,0.599668,0.41051823,0.66108936,0.5663232,0.5469525,0.5659392,0.8772242,0.6928691,0.30190173,-0.2598913
0.33287695,0.51513445,0.6563249,0.44583505,0.6053959,0.5876601,0.3750881,0.85515076,0.97599566,0.41665542,0.36852363,-0.3699487
0.5549758,0.4815863,0.6221229,0.5339803,0.60199237,0.7354386,0.42371774,0.77321243,0.98385334,0.1316431,-0.08058517,-0.44482732
0.7090789,0.31072184,0.92247677,0.9512236,0.8409663,0.6473513,0.5171108,0.68269134,0.9658052,0.18352659,0.51270324,-0.44269103
0.12180365,0.32319504,0.684125,0.20780393,0.10527158,0.8753834,0.5519538,0.40334263,0.73757416,0.581743,-0.026399855,0.03547258
0.30028477,0.3875365,0.68943846,0.61067104,0.3747985,0.7193812,0.66220903,0.5183594,0.7298699,0.29239902,0.13711275,-0.17465317
0.19329788,0.46096787,0.8416094,0.9081523,0.42250437,0.331341,0.99208426,0.3876924,0.4858964,0.8486389,0.8051684,-0.13876085
0.410852,0.50724566,0.64851135,0.49464983,0.5502449,0.6198034,0.35332093,0.87564474,0.9803417,0.3411357,0.12076973,-0.3155529
0.198862,0.32349703,0.76911396,0.23387744,0.15352845,0.88683313,0.9878273,0.5848013,0.5097487,0.6087814,0.03500174,0.074514456
0.14335002,0.35614762,0.7908851,0.1101867,0.14642943,0.9632761,0.97790337,0.6048384,0.47230583,0.6358275,0.23367852,0.040528316
0.3085903,0.44853163,0.6455588,0.576991,0.38174444,0.6417547,0.975585,0.5657829,0.5186972,0.48245114,0.48146245,-0.07674589
0.053611826,0.34257266,0.6012564,0.2570682,0.5072199,0.6892499,0.3363088,0.7013196,0.8742994,0.40085143,0.018776877,-0.21621145
0.25091234,0.30407122,0.8151593,0.35892683,0.07374026,0.94118494,0.8826047,0.45524836,0.517673,0.3411414,0.21305305,0.003707298
0.47846293,0.40159494,0.9360116,0.9324613,0.6233443,0.2669055,0.9449198,0.48211625,0.6065705,0.56574416,0.8490615,-0.36071604
0.19110265,0.33984727,0.8074667,0.24031506,0.085289724,0.8873838,0.9974901,0.6443096,0.42865777,0.6698544,0.18242492,-0.03997837
0.33300564,0.5797223,0.73646903,0.76697934,0.5009196,0.42954415,0.99643785,0.5248478,0.5931785,0.6837448,0.71183014,-0.23110135
0.0333337,0.40792918,0.76754916,0.22544059,0.1287643,0.9907348,0.17023556,0.65302145,0.57484066,0.20123701,0.18841378,-0.22290474
0.2395961,0.6773252,0.7231519,0.66481626,0.47777253,0.56935894,0.99842703,0.42378482,0.5487,0.7910612,0.47230056,-0.19622254
0.2682031,0.42716014,0.6636586,0.4155406,0.23495016,0.5975449,0.24033524,0.5455917,0.80728817,0.38405782,0.056900486,-0.13522144
0.18537995,0.35751364,0.7412057,0.18532863,0.13583595,0.87155825,0.99093145,0.58566165,0.41145986,0.5909342,0.02873519,0.03487117
0.25235733,0.43667215,0.8149342,0.41874382,0.019784577,0.9153599,0.94540316,0.41959405,0.34087145,0.42812073,0.32088,0.08721651
0.13817568,0.34981427,0.77683383,0.32044637,0.1360132,0.9485977,0.4619675,0.52017856,0.6195058,0.07191386,0.15218914,-0.15857221
0.055844616,0.42100218,0.76792836,0.24993865,0.083171345,0.9350444,0.6296255,0.5563481,0.64200544,0.22811383,0.08992208,-0.040098764
0.08295887,0.26720774,0.65136445,0.13203765,0.2759915,0.88065284,0.76781017,0.5207924,0.78617585,0.7311965,-0.02516181,0.017032798
0.33573246,0.5100605,0.7156804,0.7311841,0.538291,0.48374435,0.9860691,0.5222982,0.5819896,0.51998705,0.6531776,-0.19119553
0.14663859,0.38592377,0.8062939,0.3728279,0.1217444,0.99129856,0.29353404,0.61236525,0.45550078,0.1904788,0.38448146,-0.21572775
0.061677415,0.48030996,0.701635,0.054209027,0.51481307,0.62588644,0.46836662,0.8281123,0.9461022,0.4356521,-0.17727791,-0.27212226
0.384177,0.6171487,0.7889947,0.80736697,0.6528541,0.36142093,0.20359552,0.62869084,0.9759691,0.8367134,0.7601812,-0.42351106
0.3377714,0.41382402,0.6939471,0.6965691,0.37738547,0.5050529,0.98144263,0.5092113,0.49556834,0.45945764,0.5981233,-0.104021244
0.15812534,0.3576833,0.7699704,0.18936457,0.10503789,0.9069297,0.97457445,0.55515367,0.4578128,0.51029575,0.055995896,0.07164928
0.39885587,0.34704638,0.77761173,0.6682786,0.2369004,0.7543299,0.8647575,0.48737586,0.70578736,0.356042,0.12385777,-0.1017748
0.22857375,0.40523222,0.7855814,0.45895937,0.05726222,0.89176285,0.68747497,0.38894698,0.53708076,0.25501323,0.19579281,0.006467426
0.8420012,0.33380017,0.9927093,0.9987131,0.9458073,0.4569418,-0.19644748,0.4989827,0.8888361,0.35027686,0.94933194,-0.62496996
0.17099893,0.34391654,0.64818245,0.0929143,0.26269782,0.90241927,0.9870659,0.6407331,0.46669564,0.64694333,0.06930434,0.027560238
0.41801468,0.38238406,0.8838108,0.85141003,0.53469324,0.40953985,0.964221,0.49041912,0.5465545,0.55142474,0.74839103,-0.22996852
0.78157485,0.29699558,0.93538135,0.9214353,0.7504908,0.81473285,0.6281737,0.73873615,0.9896669,0.21680568,0.1604363,-0.3735192
0.18845424,0.45111778,0.68746173,0.25779587,0.36339,0.622362,0.43224928,0.69036645,0.90158725,0.5543593,0.08444158,-0.16800046
0.18722357,0.37933797,0.65194815,0.27534777,0.19989146,0.77037585,0.40307146,0.47046867,0.8076804,0.5807763,0.051194474,-0.02209556
0.32647294,0.4581026,0.7123871,0.7935543,0.40386724,0.37719128,0.9841153,0.4926328,0.5270054,0.49046972,0.72281164,-0.19414309
0.17344105,0.3594336,0.6484721,0.3786785,0.28773424,0.78832567,0.6411915,0.47776985,0.7380858,0.5313791,0.089669146,-0.05188842
0.7023736,0.45189887,0.69780636,0.81297755,0.5978573,0.72127914,0.5866381,0.79989016,0.99754184,0.15215987,-0.17883867,-0.61902785
0.88146156,0.55912805,0.708104,0.9383278,0.8183057,0.43038884,0.29874077,0.8514623,0.9999654,0.11302341,0.08630446,-0.7791294
0.8224152,0.5362586,0.7655215,0.86179143,0.6485584,0.80270374,0.5098188,0.889275,0.9997119,-0.013676103,-0.16281368,-0.6735037
0.11038881,0.2732863,0.8174124,0.1495481,0.11922106,0.96231425,0.92359734,0.57372814,0.63214993,0.40789536,0.05122435,0.068869404
0.9192597,0.5853424,0.7526323,0.96447784,0.8425683,0.3844481,0.35123378,0.8350626,0.9999858,0.11352001,0.2007748,-0.7628421
0.3144633,0.35246345,0.54255795,0.6540544,0.61992216,0.5354205,0.48968893,0.66281116,0.79101527,0.26093975,0.2594761,-0.42695805
0.43014044,0.44345233,0.7771573,0.6528102,0.29626334,0.63154614,0.40407628,0.41767013,0.8475441,0.6093932,0.32332295,-0.119574495
0.5302478,0.4208489,0.70911855,0.6845418,0.7105782,0.6263411,0.4162777,0.88386977,0.99279463,0.2524948,0.22808984,-0.41971216
0.33638075,0.39090428,0.690261,0.3338921,0.6559991,0.6643474,0.47286078,0.8539234,0.9889983,0.2744636,-0.16378632,-0.3669498
0.24056724,0.36763716,0.8012267,0.41884506,0.10172324,0.8215269,0.9803388,0.5215435,0.5533383,0.5288956,0.13617466,0.039644133
0.43166545,0.33385652,0.62638587,0.85065717,0.74143887,0.44924915,0.61608666,0.6002524,0.80857986,0.28946984,0.62286854,-0.48219985
0.32766834,0.51471835,0.73718446,0.6651863,0.5022003,0.45815003,0.9887686,0.5256751,0.5187189,0.62282807,0.584934,-0.15343274
0.17099068,0.3735581,0.773488,0.2655763,0.07395897,0.8629165,0.98579836,0.54175085,0.42803237,0.53746516,0.06142788,0.08731562
0.22200379,0.40764704,0.7798759,0.36745134,-0.06001975,0.93442833,0.34183928,0.2844107,0.6915313,0.66966426,0.24886875,0.07243584
0.3353494,0.4524501,0.68907344,0.63734347,0.39046702,0.67172956,0.99049544,0.54816276,0.54142725,0.5713311,0.58400804,-0.115484275
0.37009978,0.5424485,0.7567541,0.68221736,0.5330484,0.37854448,0.9931891,0.54422164,0.4693573,0.5971064,0.6306516,-0.26799488
0.37329754,0.5932113,0.69598484,0.7560405,0.52467465,0.3718436,0.99516743,0.48900557,0.49657002,0.7137526,0.6344916,-0.24031241
0.7837552,0.45573246,0.76248395,0.8930961,0.74968493,0.7145519,0.5813199,0.8626143,0.9996076,0.053080615,-0.22055705,-0.6999595
0.58876514,0.35801333,0.72116995,0.8840106,0.71600246,0.5971484,0.32325336,0.72798896,0.95872456,0.15346949,0.36794403,-0.5648463
0.14977093,0.34537444,0.65930134,0.10998073,0.21763289,0.8525833,0.9799843,0.5227955,0.45863545,0.65386474,0.11641784,0.07217633
0.18344297,0.3978698,0.6735884,0.24093157,0.21963434,0.8069655,0.9945444,0.57366836,0.4290931,0.6526312,0.20637237,0.054851577
0.27923355,0.3779846,0.68781185,0.4871496,0.30931413,0.73056793,0.98944026,0.55777377,0.4745377,0.5478819,0.40674195,-0.047716122
0.69291615,0.56706756,0.68199617,0.6036282,0.63358635,0.73517907,0.40355727,0.9015632,0.999413,0.13773364,-0.20573232,-0.5564059
0.2835866,0.39673927,0.8417405,0.47436556,-0.1658616,0.9345218,0.39726046,0.2457014,0.745312,0.72681576,0.3106994,0.044153094
0.2208837,0.40202627,0.6539263,0.46031532,0.25633505,0.69585824,0.93600625,0.5057939,0.53581274,0.3942596,0.30096862,-0.035482813
0.21059681,0.37006846,0.7448021,0.23738761,0.12860191,0.8642199,0.992534,0.57853615,0.39192563,0.6182978,0.12008171,0.016764065
0.23362121,0.38798225,0.7512163,0.21193145,0.15545215,0.9026342,0.98875165,0.5797323,0.37978274,0.6211361,0.14820468,-0.03399787
0.6773702,0.5351832,0.7274611,0.7879617,0.7047103,0.5577346,0.25425646,0.8779247,0.9966849,0.2595073,0.47018668,-0.42851385
0.61468744,0.31982374,0.96706647,0.9533497,0.48696125,0.42153633,0.90583277,0.3760417,0.77159727,0.50773585,0.77748096,-0.2935922
0.5820681,0.37606275,0.9889582,0.9795426,0.6350087,0.4240659,0.9474028,0.38259253,0.648687,0.6327405,0.9246009,-0.3037361
0.21190347,0.34376046,0.79349387,0.35527307,0.049673036,0.88397133,0.9363219,0.48250368,0.6112032,0.50743616,0.0972183,0.083053514
0.26287746,0.30422705,0.77175283,0.46233848,0.20262578,0.7848851,0.992368,0.5691786,0.5158701,0.5968071,0.16907495,0.028743848
0.5286248,0.7065535,0.94160026,0.95952404,0.28613326,0.41499168,0.9988888,0.1224756,0.7607517,0.83740985,0.90149903,-0.16363169
0.32081413,0.55116343,0.70334804,0.65946805,0.42548773,0.5840647,0.99621826,0.5127355,0.5875987,0.6655967,0.6207514,-0.14331394
0.40345037,0.51421297,0.7666496,0.32486594,0.6363549,0.6378049,0.51445216,0.7975245,0.98697186,0.20161101,-0.123486824,-0.47170332
0.101862386,0.36021325,0.74784267,0.14294484,0.08744343,0.9173224,0.91406256,0.49519596,0.583447,0.4529928,0.1261916,0.0678255
0.34477878,0.31278455,0.9016353,0.9371006,0.6545671,0.4433669,0.9475269,0.5518509,0.5932522,0.570886,0.8024796,-0.27543408
0.31188476,0.4238149,0.6409232,0.58733356,0.63796514,0.44473186,0.83742183,0.59907395,0.6997044,0.44815734,0.53461254,-0.28823817
0.23431247,0.39222795,0.7200836,0.3717623,0.17256317,0.77169555,0.9924916,0.52026206,0.41452038,0.59111506,0.26596558,0.004116343
0.30679128,0.52251685,0.73284006,0.6457358,0.34028262,0.62655306,0.9961549,0.53098845,0.56673414,0.6622617,0.62837875,-0.12866369
0.5339458,0.36432898,0.8474918,0.91498715,0.7531878,0.3458376,0.7788777,0.54226685,0.6295872,0.39947894,0.78966665,-0.43366262
0.3453666,0.47325012,0.702398,0.39314464,0.36918947,0.58641505,0.47458798,0.65589607,0.91617113,0.5668389,0.17010425,-0.18923809
0.18607122,0.33285427,0.78237104,0.23956029,0.09598892,0.8882202,0.96377915,0.50120246,0.52083373,0.4920763,0.0503786,0.08812462
0.3318946,0.43656868,0.7639602,0.64385927,0.13868496,0.7554244,0.55544615,0.36761633,0.63263845,0.26499006,0.16655944,-0.08865957
0.45744616,0.39070028,0.7192815,0.8888042,0.7329871,0.43594876,0.7485845,0.59106386,0.72068024,0.3040846,0.6797346,-0.4432225
0.30883613,0.5193872,0.7210319,0.72022367,0.35313895,0.42804718,0.9941634,0.4167197,0.49898663,0.71636444,0.64500916,-0.1129853
0.45432392,0.39637125,0.90085083,0.88844264,0.45466012,0.37453842,0.9683465,0.38078886,0.6838718,0.61091197,0.724409,-0.24010615
0.21354043,0.35796255,0.7447802,0.2306034,0.15793534,0.88309455,0.9928343,0.6105724,0.389545,0.62553906,0.095343426,-0.016207725
0.2626519,0.4857371,0.84928817,0.59368294,-0.08644031,0.9722958,-0.026041295,0.30837753,0.5082153,0.5288758,0.48572674,0.006396411
0.24507503,0.40812707,0.78131956,0.36750305,0.04655498,0.8397811,0.43438745,0.38135648,0.76175356,0.51407385,0.1244256,-0.00743215
0.41330838,0.37811616,0.7782586,0.6951812,0.2423625,0.7361427,0.8893301,0.47034076,0.7106128,0.3774987,0.23944515,-0.13109572
0.3383715,0.56089616,0.71125084,0.69261277,0.4912152,0.43585283,0.9945378,0.5173323,0.4961853,0.69973695,0.5896883,-0.22588442
0.17614053,0.37557945,0.7644824,0.4321107,0.1417157,0.8385917,0.80406064,0.52617407,0.6604004,0.3181189,0.07975967,-0.031526905
0.36045966,0.42285448,0.673127,0.67463696,0.43670082,0.6286758,0.9841775,0.54205805,0.5359645,0.51851165,0.59227765,-0.13022885
0.36424097,0.34983146,0.7634174,0.58223116,0.26615363,0.7942086,0.9563409,0.54426503,0.6712768,0.53482413,0.19661877,-0.015465268
0.21732499,0.4506364,0.86645997,0.48224875,-0.012274129,0.96829396,0.42390406,0.5184125,0.6672242,0.2619354,0.21931106,-0.12557004
0.28883928,0.37522757,0.7345175,0.5378269,0.19969021,0.6987456,0.9860994,0.51696205,0.44852608,0.48406914,0.2994655,-0.06517665
0.3347166,0.38182077,0.66076624,0.60290885,0.6369951,0.48145425,0.8406221,0.62015736,0.73544765,0.42049754,0.5038698,-0.34716383
